,Deep transfer learning for error decoding from non-invasive EEG,2018,"Völker, Schirrmeister, Fiered, Burgard & Ball",IEEE International Conference on Brain-Computer Interface,Yes,University of Freiburg,6,,Classification of EEG signals,BCI,Reactive,ERP,New approach: Exploring Transfer Learning for BCI.,"Using CNN on 2 different BCI tasks, can it generalize? Transfer Learning across subjects and across tasks","1) Eriksen Flanker Task
2) Online GUI to control intelligent robots",Enables transfer learning,,N/M,No,"1) Error
2) Mental tasks (MI)",Internal Recordings,Private,"1) 31
2) 4","1) 128
2) 64",N/M,"1) N/M
2) (3032 +/- 818) * 4",,,"1) Re-referenced to Common Average (CAR)
2) Resampled to 250Hz",N/M,Raw EEG,Raw EEG,Electrode-wise exponential  running standardization,,"Python
BrainDecode
Scikit-learn",CNN,CNN,N/M,"N/M
(see BrainDecode paper)",No,"N/M
(Raw EEG windows)","N/M
(see BrainDecode paper)",N/M,"N/M
(see BrainDecode paper)",,,N/M,N/M,"N/M
(See braindecode paper)","N/M
(see BrainDecode paper)",N/M,N/M,N/M,N/M,"N/M
(see BrainDecode paper)",Both,"Withing-Sub: Leave-One-Session-Out CV
Between-Sub: Leave-One-Subject-Out CV","Within-Sub Train: 80%
Within-Sub Test: 20%
Between-Sub Train: N-1 Sub.
Between-Sub Test: 1 Sub.","Task #1: 31 subjects, Task #2: 4 subjects
Task #1: 1000 trials each sub, Task #2: 3032 ± 818 trials each sub.
1.5s trial (kept. onset at 0.5s)",Normalized Accuracy,normalized accuracy,N/M,,N/M,"Between-Subject Transfer Learning
Flanker Task:  81.7%  Normalized Accuracy
GUI Robots Task:  Poor results, because only 4 subjects.
Between-Paradigms Transfer Learning
Both failed. ~50%","rLDA
(CNN outperforms rLDA)

Also, best result ever reported on the Error Detection on Flanker Task*",Traditional pipeline,,Input-perturbation network-prediction correlation maps,"(1) As a next step, techniques including data augmentation and automated hyper-parameter and architecture search might help to improve the generalization of deep ConvNets. (2) For a generalization to new subjects, our data suggest that a training subject group of at least 15 subjects might be necessary for reliable error decoding on unknown subjects. (3) In the flanker task, our deep ConvNets achieved the highest to date reported average accuracy.",N/M,No,N/A,Yes,"Interesting to see that after 15 subjects the gain isn't that much.
Lots of information is not included in the paper and can be found in the original braindecode paper.",,Yannick,Hubert,,Volker2018
,DeepIED: An epileptic discharge detector for EEG-fMRI based on deep learning,2018,"Hao, Khoo, von Ellenrieder, Zazubovits & Gotman",NeuroImage: Clinical,No,"McGill University, Osaka University",14,,Classification of EEG signals,Clinical,Epilepsy,Detection,Improve SOTA,Detect interictal epileptic discharges in noisy EEG data collected during an fMRI recording,Resting state EEG - Seizures.,Reduce the amount of time it takes to manually label interictal epileptic discharges,,Brain-Amp,No,Raw EEG,Internal Recordings,Private,67,25,200,N/M,Offline,,"1) Bandpass 0.5-50 Hz
2) fMRI-induced artefact removal
3) Electrode-wise exponential running standardization [6] was applied with a decay factor of 0.999
4) BCG artifact removal (ballistocardiographic)",N/M,Raw EEG,Raw EEG,N/M,,N/M,CNN (ResNet),CNN,-,-,Yes,25 x [16 to 256],31,ReLU,Dropout on penultimate layer (50%),"N/M
(different EID types)",EIDs,"128 (FC)
going to softmax and triplet (real output N/M)","999,920",Standard optimization,N/M,N/M,N/M,N/M,N/M,"Softmax for multi-class classification
Triplet loss function",Inter,No,"Train: 30 subjects
Test: 37 subjects","Trained on 30 patients with 70 studies
Tested on 37 patients with 78 studies
The average duration of EEG recording inside scanner was 50 min (range, 18–72 min).","ROC curves
Sensitivity
False positive rate","ROC curves, sensitivity, false positive rate",N/M,,N/M,"Median sensitivity: 84.2%
False positive rate: 5 events/min",Cross-correlation (template-based) method for finding similar EEG epochs,Traditional pipeline,"Yes
One-Way Anova + Post Hoc paired t-test",-,"In their tests, they asked experts to edit the outputs of the net and reject false positives; they argue that it's a necessary step and that it is not too time-consuming.",-,No,N/A,No,Good example of using DL as a clinical assistant tool.,,Hubert,Yannick,,Hao2018
,Deep learning for hybrid EEG-fNIRS brain–computer interface: application to motor imagery classification,2018,"Chiarelli, Croce, Merla & Zappasodi",Journal of Neural Engineering,No,G. d'Annunzio' University,12,,Classification of EEG signals,BCI,Active,Motor imagery,Improve SOTA,Improving MI classification with DL in multimodal system,Motor Imagery,High performance on other tasks,,Electrical Geodesic,No,ERD/ERS,Internal Recordings,Private,15,123 (out of 128),250,3000,Offline,,1) Bandpass 8-30 Hz,N/M,"Power in the mu-beta range, averaged across 1-s",Frequency-domain,N/M,,TensorFlow,Fully-connected NN,FC,N/M,N/M,Yes,"123 x 1, 16 x1, or 139 x 1",5,ReLU,Dropout (0.75),2,"Right-hand MI, Left-hand MI",2,N/M,Standard optimization,Adam,"LR=1e-4, B1=0.9, B2=0.999, constant=1e-8",90,N/M,N/M,Cross-Entropy,Intra,"10-Fold CV
(1000x)","Train: 180
Test: 20","MI: 5s task + 10s rest per trial  (10 min experiments)
20 trials left-hand + 20 trials right-hand = 40 trials of 5s
Taking 1s windows = 200 trials per subjects x 15",Accuracy,accuracy,N/M,,N/M,"EEG only: ~70%, NIRS only: ~77%, EEG+NIRS: ~83%","LDA, linear SVM",Traditional pipeline,"2-way repeated measurement ANOVA
+ post-hoc analysis ",N/M,"DNN worked better than CNN, RNN not tested.",RNN was not tested,No,N/A,No,NIRS alone is better than EEG alone!,,Hubert,[TBD],,Chiarelli2018
,Preference Classification Using Electroencephalography (EEG) and Deep Learning,2018,"Teo, Hou & Mountstephens","Journal of Telecommunication, Electronic and Computer Engineering (JTEC)",No,University Malaysia Sabah,5,,Classification of EEG signals,Monitoring,Affective,Emotion,Improve SOTA,"Improving classification of preference (like vs. dislike), and overcoming intra- and inter-subject variability","Rating of 3D Stimulus (1: like very much, 2: like, 3: undecided, 4: do not like, 5: do not like at all)  ",N/M,,ABM B-Alert X10,No,Raw EEG,Internal Recordings,Private,10 + 16,9,N/M*,208 (out of 960 total),Offline,,1) Notch Filter: 50Hz,Proprietary artefact rejection and interpolation," 45 features
(PSD for each channel)
D (1-3Hz), T (4-6Hz), A (7-12Hz), B (13-30Hz), G (31-64Hz)",Frequency-domain,N/M,,R,DNN,FC,N/M,N/M,No,47,2,ReLU,N/M,2,"Like very much
Do not like at all",N/M,N/M,Standard optimization,Adadelta,N/M,N/M,N/M,N/M,Cross-Entropy,Inter,10-Fold CV,N/M,"trials: 9s + [5-15]s x 16 subjects
208 trials out of 960 recorded (60 stimuli x 16 subjects)

10 subjects were for kNN",Accuracy,accuracy,N/M,,N/M,63.99%,"SVM Linear: 60.19%, SVM Radial:  59.67%, OneR: 59.00%, Adaboost: 58.65%, Random Forest: 57.74%, NNet: 57.71%, JRip: 57.21%, Naive Bayes: 56.79%, C5.0: 56.74%, kNN (k = 5): 56.29%       ",Traditional pipeline,No,No,"""An initial study using kNN provided sufficiently good results in a 10-subject study. However, when expanded to a larger cohort size of 16 subjects, the results were not encouraging. However, the use of deep learning was able to observably overcome some of the difficulties presented by inter-subject variability posed by larger cohort sizes in EEG-based preference classification.""",Intersubject variability,No,N/A,No,None,,Yannick,Hubert,,Teo2018
,An Automated System for Epilepsy Detection using EEG Brain Signals based on Deep Learning Approach,2018,"Ullah, Hussain, Qazi &Aboalsamh",Arxiv,Yes,"National University of Ireland
King Saud University",18,,Classification of EEG signals,Clinical,Epilepsy,Detection,Improve SOTA,Improving ternary classification of ictal vs. normal vs. interictal windows,"Resting State, Eyes Open, Eyes Closed, Seizures.",Automatic feature learning,,N/M,No,Raw EEG,Bonn University,Public,15,1,173.6,"500 ""EEG samples"" with 23.6s each",Offline,,N/M,N/M,Raw EEG,Raw EEG,z-score,,TensorFlow,Pyramidal 1D-CNN (P-1D-CNN),CNN,No pooling,"1D convolution motivated by EEG being a ""1D signal""",Yes,"8 EEG windows
Raw EEG (1 channel)",3 Conv + 2 FC,ReLU,"Dropout (0.5)
Batch norm",2 or 3,"2: Epileptic vs. non-epileptic
3: normal vs. ictal vs. interictal","2 or 3 Classes
(Softmax)",N/M,Standard optimization,Adam,"LR=0.001, B1=0.9, B2=0.999, epsilon=0.00000001, locking=false",N/M,N/M,"Overlapping windows
(87.5% and 25% overlap)",Cross-Entropy,Inter,10-Fold CV,"Train: 90%
Test: 10%","100 signals for each class
Bonn University
Each record in the dataset consists of 4097 samples","Accuracy, Specificity, Sensitivity, Precision, f-measure, and g-mean.","accuracy, specificity, sensitivity, precision, f-measure, g-mean",N/M,,N/M,"99.1 ± 0.9% (for 3 classes problem)
The mean accuracy of the proposed system is 99.6% for all the sixteen cases/
Many results (see papers) comparing Binary / Tenary classifications.","Random forests, Naive Bayes, kNN",Traditional pipeline,No,No,"""According to our knowledge until this date, DL approach has never been used for this problem. The mean accuracy of the proposed system is 99.6% for all the sixteen cases (shown in Table 8 last column), which figures out the generalization power of the proposed system.""",Small datasets,No,N/A,Yes,-,,Yannick,Hubert,,Ullah2018
,A Novel Channel-aware Attention Framework for Multi-channel EEG Seizure Detection via Multi-view Deep Learning,2018,"Yuan, Xun, Ma, Suo, Xue, Jia & Zhang",IEEE EMBS International Conference on Biomedical & Health Informatics (BHI),No,"Beijing Laboratory of Advanced Information Network
State University of New York at Buffalo",4,,Classification of EEG signals,Clinical,Epilepsy,Detection,Improve SOTA,Use end-to-end model with attention mechanism to select channel and detect seizures.,N/M,"""Explore inherent EEG representations""",,N/M,No,Raw EEG,CHB-MIT,Public,9 (out of 23),23,256,4302,Offline,,N/M,N/M,Spectrogram (STFT),Frequency-domain,N/M,,N/M,2 SAEs,AE,"Channel Encoders (SAE)
Global Encoder (SAE)
+ Attention",N/M,Yes,N/M,2,N/M,Dropout,2,"No seizure
Seizure",2,N/M,"[Not clear!] Unsupervised pretraining, followed by fine-tuning with softmax layer?",Adam,N/M,N/M,N/M,N/M,Cross-Entropy,Inter,Hold-out,N/M,CHB-MIT,"F1-Score
Accuracy
AUC of ROC and precision-recall curves","f1-score, accuracy, AUC",N/M,,N/M,"[F1-score] - Channel Attloc:  0.9781, Channel Attglo: 0.9785
[Accuracy] - Channel Attloc:  0.9651, Channel Attglo: 0.9661","PCA+SVM (PSVM)
SAEs + attention
DNN + hard channel selection",DL & Trad.,N/M,Analysis of mean attention score values for a single subject,"""To the best of our knowledge, this is the first work using attention mechanism for biosignal channel selection in healthcare.""",,No,N/A,No,"Looks like the first attempt at attention mechanisms for channel selection.
Fig. 1 is wrong though: the attention score should be computed from the h_g and h_i, not the spectrograms. Also, according to Fig. 1 their input is 4-dimensional (channels x freq x time x ???)? They don't mention using Conv layers.
Also, not clear whether they use unsupervised pre-training or not.",,Yannick,Hubert,,Yuan2018a
,Compact Convolutional Neural Networks for Classification of Asynchronous Steady-state Visual Evoked Potentials,2018,"Waytowich, Lawhern, Garcia, Cummings, Faller, Sajda, Vettel",Arxiv,Yes,"U.S. Army Research Laboratory
Lab for Intelligent Imaging and Neural Comp.
University of Pennsylvania
University of California, Santa Barbara",21,,Classification of EEG signals,BCI,Reactive,SSVEP,Improve SOTA,Use ConvNet for SSVEP classification,SSVEP (12 classes!),Automatic feature learning without domain-specific information,,BioSemi ActiveTwo,No,SSVEP,Internal Recordings,Public,10,8,2048,1800,Offline,,"1) Bandpass 9-30 Hz
2) Downsampled to 256 Hz",,Raw EEG,Raw EEG,,,"TensorFlow, Keras
Original Stimuli (from 2015) on MATLAB with Psychophysics Toolbox",EEGNet,CNN,Filter banks (temporal convolutions) followed by spatial filters,N/M,Yes,8 channels x 256 samples,4,ELU,"Batch norm
Dropout (0.25)",12,12 different combinations of frequency and phase,12,N/M,Standard optimization,Adam,N/M,64,N/M,N/M,Categorical Cross-Entropy,Inter,Leave-One-Subject-Out,"Train: 90%
Test: 10%","10 subjects x 15 block x 12 trials x 4s
splitted in 1s trials to increase the amount of trials",Accuracy,accuracy,N/M,,N/M,"~90% for 7/10 Subjects.
60%, 75%, 30% for the others.
(chance = 8%)","CCA 
(Canonical Correl. Analysis)
C-CCA (Combined CCA)",Traditional pipeline,Paired t-tests when comparing to baseline,Visualization of feature activations with t-SNE,"""Although unexpected, these within-class clusters highlight the strength of the deep learning approaches to learn diagnostic features directly from the data.""",Experiment did not includ a non-control state,No,N/A,No,Their previous paper on C-CCA showed 90%+ on each subject on 1s windows and here C-CCA showed very poor performance... I'm missing something.,,Yannick,Hubert,,Waytowich2018
,Deep Classification of Epileptic Signals,2018,"Ahmedt-Aristizabal, Fookes, Nguyen & Sridharan",Arxiv,Yes,Queensland University of Technology,4,,Classification of EEG signals,Clinical,Epilepsy,Detection,Improve State-of-the-Art: Using LSTM for Epilepsy classification,End-to-end seizure detection,"Resting State, Eyes Open, Eyes Closed, Seizures.",Automatic feature learning,,"N/M*
(Using Bonn University dataset)",Both,Raw EEG,Bonn University,Public,15,1,173.6,"500 ""EEG samples"" with 23.6s each",Offline,,"None, but the Bonn University Dataset already has some preprocessing.",N/M,Raw EEG,Raw EEG,N/M,,Keras,LSTM,RNN,N/M,N/M,Yes,"100 x 4096
(100 samples of 4096 segments)","Model 1: 1 LSTM + 1 Dropout
Model 2: 2 LSTM + 2 Dropout
+ 1 FC",N/M,Dropout (0.35),2,"No seizure
Seizure",1,"Model 1: 16,961
Model 2: 116,033",Standard,Adam,"LR: 1e-3, b1:0.9, b2:0.999",4,N/M,No,Binary Cross-Entropy,Inter,10-Fold CV,"Train: 70% 
Valid: 20% 
Test: 10%","Bonn University
100 samples, each of them with 4096 segments.","Accuracy, Sensitivity, Specificity, Precision and the Area Under the Curve (AUC).","accuracy, sensitivity, specificy, precision, AUC",N/M,,N/M,"Accuracy: [Valid] 95.54% [Test] 91.25%
Sensitivity: [Test] 91.83%
Specificity: [Test] 90.50%
Precision: [Test] 91.50%
AUC: [Test] 0.9582","""Classification of epileptic EEG signals with stacked sparse
autoencoder based on deep learning""",DL,N/M,N/M,"""We experimented with various numbers of memory cells in each layer and obtained the best performance with a network configured with one single layer with 64 hidden units (Model 1) and with 2 hidden layers of 128 and 64 hidden units respectively (Model 2)""",N/M,No,N/A,Yes,The baseline utilized is a deep neural network. It would be nice to see how features+simple classifier works in this case.,,Yannick,Isabela,,Ahmedt-Aristizabal2018
,Emotion Recognition from EEG Using RASM and LSTM,2018,"Li, Tian, Shy, Xu & Hu",International Conference on Internet Multimedia Computing and Service,No,"South China University of Technology
Lanzhou University",9,,Classification of EEG signals,Monitoring,Affective,Emotion,Improve SOTA,Using rational assymetry (RASM) as features and LSTM as classifier on DEAP dataset for emotion classification. 2 Classes (Positive / Negative Valence),Watching emotional movies (clips),LSTM to capture temporal dependencies in emotions,,N/M,No,Raw EEG,DEAP,Public,32,32,256,895 Trials,Offline,,None,No,"RASM14
(STFT + Hanning Window --> 4 Freq Bands)
",Frequency-domain,N/M,,N/M,LSTM,RNN,N/M,"""In our assumption, emotions change continuously, and this continuity is reflected in the temporal correlations of EEG signals. To explore the correlations, the classification method of Long Short-TermMemory networks (LSTM) is adopted.""",Yes,"125 * 14 * 4
(segments * pairs * bands)",1,N/M,"Dropout
(0.5)",2,"Positive valence
Negative valence",1,N/M,Standard,N/M,N/M,N/M,N/M,N/M,N/M,Inter,10-Fold CV,N/M,"895 trials in total were obtained, with 63-s data for each. And 125 segments for each trial were obtained using a half-overlapped 1-s Hanning window. 28 channels of EEG signals were selected out of 32 channels in the DEAP database",Accuracy,accuracy,N/M,,N/M,"RASM + LSTM:     76.67    (Accuracy)
RASM + SVM:       65.62    (Accuracy)
Zhang, 2016:         69.67    (Accuracy)
Chen, 2015:           73.00    (Accuracy)
Li X, 2016:             72.06    (Accuracy)","SVM
Zhang [10] (DE + GELM)
Chen [2] (Fusion feature + HMM)
Li [6] (Wavelet energy + CRNN)",DL & Trad.,No,No,"""Although the accuracy of our experiment is more than 75%, it is not good enough for applications. The task of the future work is to improve the recognition accuracy. More features will be tried especially those reflect the characteristics of EEG signals in frequency-space domain.""",N/M,No,N/A,No,Only 2 classes for Emotion Classification. Not sure if it's that good. Shouldn't be too hard to reproduce!,,Yannick,Isabela,,Li2018
,EEG detection and de-noising based on convolution neural network and Hilbert-Huang transform,2018,"Wang, Guo, Zhang, Bai & Wang","International Congress on Image and Signal Processing, BioMedical Engineering and Informatics (CISP-BMEI)",No,"Changchun University of Science and Technology
Jilin Engineering Research Center of RFID and Intelligent Information Processing",6,,Improvement of processing tools,Signal cleaning,Artifact handling,,New Approach,Denoising EEG with Hilbert-Huang Transform after a detection of (yes/no) EOG artifact from a CNN classifier,N/M*,Nonlinearity of EEG,,N/M,No,Raw EEG,Internal Recordings,Private,N/M*,N/M*,1000,2100,,,N/M*,N/M*,IMF / HHT,Other,N/M,,N/M,CNN,CNN,2*2 convolution kernels,N/M,Yes,"""characteristic matrix of the extracted instantaneous power""",1,Softmax,N/M,,,"1
EOG artifact yes/no
(softmax)",N/M,N/M,N/M*,N/M,N/M,N/M,No,N/M*,,No,"Train: 2000
Test: 100",,Accuracy,accuracy,N/M,,N/M,80%,"(they don't compare the DL aspect... Just the HHT - after the DL)
Wavelet db8
HHT
HHT+FastICA",Traditional pipeline,,No,The results show that the method in this paper takes a little longer CPU time compared with the traditional wavelet de- noising [4] and HHT de-noising alone. But the signal-to-noise ratio after de-noising is obviously higher than the other two methods.,N/M,No,N/A,No,"They seem to use the CNN just to detect if there is an artifact or not, then use the Hilbert-Huang transform. The paper is more about that transform than the CNN.
Missing LOTs of info on the DL-EEG side. They don't even talk about the data they recorded...",,Yannick,[TBD],,Wang2018a
,Data Augmentation for EEG-Based Emotion Recognition with Deep Convolutional Neural Networks,2018,"Wang, Zhong, Peng, Jiang & Liu",International Conference on Multimedia Modeling,No,"Shenzhen University
The Hong Kong Polytechnic University",12,,Generation of data,Data augmentation,,,New Approach: Data augmentation on Emotion datasets for Deep learning models,Data augmentation on SEED & MAHNOB-HCI dataset and evaluation using ResNet & LeNet.,Watching emotional films/clips,Data augmentation for deep models with many parameters,,"N/M
(see datasets papers)",No,"Emotions
(Frequency Features)","SEED;
MAHNOB HCI",Public,"1) 14
2) N/M","1) 62
2) 32",N/M,"1) 1890
2) 527",Offline,,"1) Downsampled to 200Hz
2) Band-pass filters: 5 freq bands
3) SFTF with non-overlapping Hamming window 1s",Manual removal,Differential Entropy (DE) per band,Other,N/M,,MATCONVNET,"ResNet
LeNet",CNN,"Data Augmentation Paper, it's not about these networks.",Data augmentation with Gaussian Noise of various std,No,"n x l x 5
n: electrodes
l: length (time)
5: Freq Bands DE","LeNet: 5
ResNet: 14",N/M,N/M,3,"positive, neutral, negative","1) 3
2) 3","1) 4,000
2) 20,000",Standard optimization with augmented data,N/M,lr = 0.1,100,N/M,"Gaussian Noise
(augmented up to 30 times)",N/M,Inter,N/M,"1) 1134 (train), 675 (test)
2)  N/M",,Accuracy,accuracy,N/M,,N/M,"DS #1) LeNet: [Pre] 49.6% | [Post] 74.3%
DS #1) ResNet: [Pre] 34.2% | [Post] 75.0%
DS #2) ResNet: [Pre] 40.8% | [Post] 45.4%
DS #2) LeNet: N/M","DS #1) SVM: [Pre] 74.2% | [Post] 73.4%
DS #1) PCA-SVM: [Pre] 49.8% | [Post] N/M%
DS #2) SVM: [Pre] 42.5% | [Post] 44.3%
",Traditional pipeline,No,N/M,"By analyzing the experimental result, we find that the data augmentation method can effectively improve the performance of deep models. In future, we will seek to use other data augmentation methods, such as generative adversarial networks, to generate more effective samples of EEG data and improve the performance of EEG-based emotion recognition.",N/M,No,N/A,Yes,"Interesting results on the first dataset.
Their next step is trying a GAN to generate data. I'm quite interested in that.",,Yannick,Hubert,,Wang2018
,A convolutional neural network for sleep stage scoring from raw single-channel EEG,2018,"Sors, Bonnet, Mirek, Vercueil & Payen",Biomedical Signal Processing and Control,No,"Université Grenoble Alpes
CEA Leti, MINATEC Campus (Grenoble)
Dijon University Hospital (Dijon)
Grenoble University Hospital",8,,Classification of EEG signals,Clinical,Sleep,Staging,New Approach: Sleep Stage Scoring (5 stages) with CNN on Single EEG Channel,Use CNNs on raw EEG data for 5-class sleep prediction,Sleep,CNNs have presented good performance in other domains and other EEG tasks.,,N/M,No,Raw EEG,SHHS,Public,5728,1,125," Wake:1,514,280
N1: 201,431
N2: 2,169,452
N3: 719,690
REM: 779,548

Total: 5,384,401",Offline,,None.,No,Raw EEG,Raw EEG,No,,TensorFlow,CNN,CNN,(no mention of pooling or dropout),1D convolutional layers,Yes,"(3750 * 4) x 1

30s epoch + 2 preceding + 1 following
30s @ 125Hz = 3750 samples",12 Conv Layers + 1 FC (256) + 1 FC (5 classes),Leaky ReLU,N/M,5," Wake
N1
N2
N3
REM","5
[prob for each class]
(Softmax)",N/M*,Standard optimization,Adam ,"lr = 3 ×10^−5, b1 = 0.9, b2 = 0.999",128,N/M,"Tried cost-sensitive learning
and oversampling
(didn't improve. didn't use it.)",Multiclass Cross-Entropy,Inter,Train-valid-test split,0.5 / 0.2 / 0.3,,Accuracy,accuracy,NVidia GTX980Ti,,N/M*,87%,"Tsinalis [15] CNN: 0.75
Supratak [16] CNN-LSTM: 0.86
Liang [9] [...] : 0.88
Zhu [10]  DVG, SVM: 0.85
Fraiwan [6] T-F, RF: 0.83
Hassan [38] EMD, Ensemble: 0.87
Hassan [11] EMD, [...]: 0.89
Hassan [12] PSD, RF: 0.88
Hassan [39] EMD, [...] : 0.83
Sharma [13] Iterative filtering: 0.88
Hsu [14] Energy, RNN: 0.90",DL & Trad.,No,Yes,"""This study shows that it is possible to classify sleep stages using a single EEG channel and a convolutional neural network work- ing on raw signal samples without any feature extraction phase and with performance on par with other state-of-the-art methods.""
""Further research is necessary to address class imbalance. Ensemble learning [35] or CNN-specific methods [36] may prove suitable""",N/M,Yes,GitHub,No,If all the abstract could be like that one! You have ALL the info.,,Yannick,Isabela,,Sors2018
,ChronoNet: A Deep Recurrent Neural Network for Abnormal EEG Identification,2018,"Roy, Kiral-Kornek & Harrer",Arxiv,Yes,IBM Research - Australia,,,Classification of EEG signals,Clinical,Pathological EEG,,Improve SOTA,Detect abnormal EEG with a new end-to-end architecture,?,Automatic interpretation of EEG from raw data,,N/M,No,Raw EEG,TUH Abnormal EEG Corpus,Public,3017 sessions (patients might appear more than once!),22,250,"Abnormal: 1488
Normal: 1529",,,None.,,None,Raw EEG,N/A,,N/M,"1) Conv+GRU
2) Inception Conv+GRU
3) Dense Conv+GRU
4) Inception Dense Conv+GRU",CNN+RNN,"Conv filter sizes grow exponentially inside a given layer (e.g., 2, 4, 8)",-,Yes,15000 x ?,"1) 7
2) 7
3) 7
4) 7",N/M,N/M,,,2,N/M,Standard optimization,Adam,500 epochs,64,N/M,N/M,N/M,,"No for most of the paper, but tested 5-fold CV",90.8 - 9.2,,Accuracy,accuracy,N/M,,N/M,"1) 82.31
2) 84.11
3) 83.89
4) 86.57","CNN-MLP: 78.80
DeepCNN: 85.40",DL,,-,The ChronoNet architecture is a general-purpose architecture for time series - has been applied to speech data classication.,-,No,N/A,No,Preliminary version of the paper.,,Hubert,[TBD],,Roy2018
,EEG-GAN: Generative adversarial networks for electroencephalograhic (EEG) brain signals,2018,"Hartmann, Schirrmeister & Ball",Arxiv,Yes,University of Freiburg,7,,Generation of data,Generating EEG,,,Generate EEG signals,Generate EEG signals using GANs,Motor imagery,GANs are good at generating data,,N/M,No,Raw EEG,Internal Recordings,Private,?,1,250,438,,,None.,No,None,Raw EEG,Subtract mean then divide by maximum absolute value,,N/M,Wassertein GAN (modified),GAN,-,"Conv layers instead of autoregressive model, as it worked well in the authors's other papers",Yes,"Gen: 200
Discr: 768","Gen: 14
Discr: 14",Leaky ReLU,"Minibatch standard deviation [normalization?]
Pixel normalization",N/A,N/A,"Gen: 768
Discr: 1",N/M,GAN optimization with increasing resolutions,Adam,"""Equalized learning rate""
lr = 0.001
beta1 = 9
beta2 = 0.99",?,N/M,No,Improved Wassertein distance,N/A,-,286-72-80,,"Inception score
Frechet inception distance
Euclidean distance
Sliced Wassertein distance","inception score, frechet inception distance, euclidean distance, sliced Wasserstein distance",N/M,,N/M,[Too many obscure values],WGAN with gradient penalty,DL,No,"Visual inspection of generated segments (time series distribution, spectrum distribution, examples)","The metrics did not correlate with visual performance, and so the authors recommend using many metrics to obtain a balanced view",Mode collapse in GANs,No,N/A,No,Very descriptive on the DL side.,,Hubert,Isabela,,Hartmann2018
,Know Your Mind: Adaptive Brain Signal Classification with Reinforced Attentive Convolutional Neural Networks,2018,"Zhang, Yao, Wang, Zhang, Zhang & Liu",Arxiv,Yes,"University of New South Wales, Tsinghua University, Michigan State University",,,Classification of EEG signals,Multi-purpose architecture,,,Make general framework for EEG classification,Apply a single architecture (reinforced attentive CNN) to EEG classification,"1 & 2: Motor imagery
3: Person identification
4: Pathology (seizure detection)",Skip time-consuming feature engineering and no task-specific classifier.,,"1) ?
2) Emotiv
3) ?
4) ?",No,"1 & 2) Motor Imagery
3) None
 4) Seizures","eegmmidb;
Internal Recordings;
EEG-S;
TUH",Both,"1) 20
2) 7
3) 8
4) 5","1) 64
2) 14
3) 64
4) 22","1) 160
2) 128
3) 160
4) 250","1) 560,000
2) 241,920
3) 56,000
4) 60,000",,,None.,,None,Raw EEG,N/A,,TensorFlow,CNN with attention + DQN,CNN,"1) Replicating and shuffling incoming samples
2) Attention mechanism trained with RL
3) CNN
4) Nearest-neighbour classifier",A) Replicate and shuffle operation intended to randomly unveil interesting spatial patterns,Yes,1 x nb_channel,"CNN: 3
DQN: 2",ReLU & Sigmoid,L2,,,"1) 5
2) 6
3) 8
4) 2",N/M,Standard optimization (including reinforcement learning),Adam,Learning rate: 0.001,N/M,N/M,No,Cross-entropy,,N/M,N/M,,"Accuracy, Precision, Recall, F1-score
Latency
Resilience","accuracy, precision, recall, f1-score, latency, resilience",N/M,,N/M,"Accuracy
1) 0.9932
2) 0.9708
3) 0.9984
4) 0.9975","Not clear what they were trained on (samples? features?):
Linear SVM, Random Forest, kNN, LSTM, GRU, Adaptive boosting, LDA
+ 5 state-of-the-art papers for each (20 total)",DL & Trad.,,-,"Latency is comparable to other methods
The number of channels used affects the performance.",-,Yes,GitHub,No,"How come their accuracy is so high??
Sample-by-sample classification instead of per epoch is interesting! However, how did they go from labels (usually applied to windows) to samples when reporting performance?",,Hubert,Yannick,,Zhang2018a
